domain,source_category_l1,source_category_l1_cn,source_type,source_type_cn,ecosystem,classification_status,classification_method,classification_confidence,classification_evidence
cq.gov.cn,government_public,政府与公共机构,government_public,政府机构,重庆市规划和自然资源局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“重庆市规划和自然资源局”；标题样本“不动产登记办事要件 || 公司登记管理实施办法 || 重庆市不动产登记“一问一答”_重庆市规划和自然资源局”
hexun.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,和讯网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“和讯网”；标题样本“如何操作成都公积金业务？成都公积金操作有哪些流程和要点？ || 银行私人银行业务的客户准入标准 || 银行私人银行客户有什么要求?”
moj.gov.cn,government_public,政府与公共机构,government_public,政府机构,中华人民共和国司法部,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中华人民共和国司法部”；标题样本“山东修订法律援助年度评价标准 || 浙江温州:打造“应援优援”法律援助温州品牌”
vobao.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,沃保保险网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“沃保保险网”；标题样本“2025天津医保报销标准，2025天津医保报销比例及限额 || 定期寿险2025哪个保险公司比较好?定期寿险哪家性价比高又可靠?_沃保保险网 || 定期寿险哪家保险公司最好?202”
jdzol.com,news_media,新闻与媒体,news_media,综合新闻媒体,景德镇在线,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“景德镇在线”；标题样本“2026升级:口碑好的保洁/保洁公司公司信赖之选-家净源 || 2026年高性价比纪实婚纱照,性价比婚纱照哪家专业避坑推荐-克拉恋人 || 2026焕新:深圳温泉度假村怎么选五家企”"
samr.gov.cn,government_public,政府与公共机构,government_public,政府机构,国家市场监督管理总局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“国家市场监督管理总局”；标题样本“Untitled || 个体工商户登记管理规定 || 个体户营业执照网上申请入口官网”
zhinanshi.com,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,指南师,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“指南师”；标题样本“海信Vidda C3天猫买还是京东买? - 海信Vidda C3购买指南 || 美的洗碗机有什么优缺点? || 西门子洗碗机体验怎么样?有劝退吗?”
lawtime.cn,vertical_professional,垂直专业内容,legal_content,法律专业内容,法律快车,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“法律快车”；标题样本“针对问题北京户口有什么好处,我想进一步了解外地户口转为北京户口的条件是什么件是什么? || 针对问题北京户口有什么好处，我想进一步了解外地户口转为北京户口的条件是什么件是什么? -”"
woshipm.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,人人都是产品经理,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“人人都是产品经理”；标题样本“体验日常:“场景化”在客户旅程中的重要性 | 人人都是产品经理 || 增长案例分析 | “宝宝玩英语”为用户设下的“圈套” | 人人都是产品经理”
12348.gov.cn,government_public,政府与公共机构,government_public,政府机构,12348上海法网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“12348上海法网”；标题样本“12348四川法网 || 中国法律服务网 || 欢迎访问 上海12348公共法律服务平台”
b2b168.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,八方资源网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“八方资源网”；标题样本“2026年省心的成人孩童爱吃正宗烤鸭门店挑选全攻略 || 八方资源网-赢造自由的网上贸易 || 磨街文创园附近适合家庭小聚的海鲜烧烤,口碑店铺大盘点”"
xa.gov.cn,government_public,政府与公共机构,government_public,政府机构,西安市人力资源和社会保障局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“西安市人力资源和社会保障局”；标题样本“个体工商户设立登记--陕西政务服务网(西安市-莲湖区) || 公司设立登记--陕西政务服务网(西安市)”
jiusongjiankang.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,九松健康,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“九松健康”；标题样本“天津医保中心报销在哪 || 天津医保在外地门诊如何带回报销 || 天津职工医保住院报销流程”
winshang.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,赢商网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“赢商网”；标题样本“泰式奶茶又火了!10大品牌拓店狂飙… || 泰式奶茶又火了！10大品牌拓店狂飙…-手机赢商网”
ly-rm.cn,news_media,新闻与媒体,news_media,综合新闻媒体,,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“ly-rm.cn”；标题样本“别再乱买乳胶枕了!2026年十大乳胶枕排名实测，这十款口碑纯天然护颈防螨枕-耒阳新闻网 || 祛痘护肤品哪个牌子口碑最好?2026年成分党严选榜单，效果碾压不踩雷!-耒阳新闻网 |”
tj.gov.cn,government_public,政府与公共机构,government_public,政府机构,天津市医疗保障局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“天津市医疗保障局”；标题样本“_天津市医疗保障局 || 天津市基本医疗保险条例_天津市医疗保障局”
xinminweekly.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,新民周刊,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“新民周刊”；标题样本“2026上海装修公司优选指南:十家业主真实好评超千条、能匹配轻奢/极简/现代的本土装企 || 2026上海黄浦区装修公司怎么选?真实口碑+不增项双验证,10家靠谱装企实力榜公布”"
chengdu.gov.cn,government_public,政府与公共机构,government_public,政府机构,成都住房公积金管理中心,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“成都住房公积金管理中心”；标题样本“企业职工未休年假,工资该如何支付?最新回应 || 成都住房公积金手机 APP 提取业务操作指引 || 成都住房公积金管理委员会关于印发《成都住房公积金提取管理办法》的通知”"
mfk.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,民福康,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“民福康”；标题样本“什么冻伤膏好用?”
360.cn,search_page_proxy,搜索与页面代理,map_page_proxy,地图与页面代理,360地图,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“360地图”；标题样本“TS天使造型(前海大新高品质店) || 【无锡市人民医院核酸检测预约】地址，电话，路线，周边设施_360地图 || 新娘百分百婚纱摄影”
gkket.com,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,Gkket,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Gkket”；标题样本“2026年5月市面上评分高的火锅品牌推荐，火锅/火锅店，火锅品牌哪家靠谱 || 2026年6月做得好的烧菜火锅品牌推荐，特色美食/烧菜火锅/美食/社区火锅/火锅，烧菜火锅品牌推荐 ”
so.com,search_page_proxy,搜索与页面代理,search_proxy,搜索与页面代理,360百科,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“360百科”；标题样本“厦门 户口迁入政策 落户条件 流程 手续全指南 || 厦门户口迁入办理指南- 厦门本地宝 || 福状元”
zjurl.cn,search_page_proxy,搜索与页面代理,content_aggregation_proxy,内容聚合与页面代理,weitoutiao.zjurl.cn,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“weitoutiao.zjurl.cn”；标题样本“#厦门落户方式分享# || #厦门落户流程# || #毕业生落户厦门#”
bbnews.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,蚌埠新闻网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“蚌埠新闻网”；标题样本“2026 新能源汽车充电桩厂家哪家好? 技术实力与服务能力双维度测评 || 2026年5月北京劳动律师推荐:五大口碑评测违法解除赔偿特点适用场景 || 2026相亲软件:告别套路,”"
hzxkctk.cn,government_public,政府与公共机构,public_institution,公共机构,杭州市小客车总量调控管理信息系统,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“杭州市小客车总量调控管理信息系统”；标题样本“办事指南 || 如何申请新能源指标？ || 杭州市小客车总量调控管理信息系统”
zgui.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,康掌柜体检网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“康掌柜体检网”；标题样本“怎么帮父母选对体检机构? || 爱康国宾和美年大健康哪个好?-康掌柜体检网 || 高端体检套餐都有哪些附加项目?”
ailibang.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,爱丽帮,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“爱丽帮”；标题样本“北京和颜一美医疗美容诊所_地址/电话/网上挂号-爱丽帮 || 深圳婳美医疗美容医院评价-深圳婳美医疗美容医院口碑怎么样-整形医院-爱丽帮 || 深圳约丽医疗美容诊所评价-深圳约丽医”
chinanews.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,中国新闻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国新闻网”；标题样本“2026中国连锁餐饮品牌TOP300发布 覆盖超52万家门店-中新社上海 || 2026，世界七大悬念 || 俱乐部逐鹿线下:新喜剧的基石”
huixiaoer.com,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,会小二,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“会小二”；标题样本“HR选人不如选场:高参与度团建场地测评标准-【会小二问答】 || V9尼斯酒店(武汉湖大店) || 年会一般在什么地方举行?6大类场地选择指南与避坑技巧-【会小二问答】”
huodong.com,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“huodong.com”；标题样本“PS普拉提连锁(张江店) - 上海户外场地 - 活动网 || 一水·瑜伽普拉提(金桥国际商场店) - 上海户外场地 - 活动网 || 哈瑞瑜伽健身中心(金桥路店) - 上海户外场地”
php.cn,vertical_professional,垂直专业内容,technology_content,科技专业内容,,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“php.cn”；标题样本“公积金怎么提取线上办理_最新支付宝微信操作流程【教程】-常见问题-PHP中文网 || 护照和港澳通行证怎么网上预约 公安出入境在线预约办理指南 || 美团如何进行团购-手机软件-P”
suofeiya.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,索菲亚,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“索菲亚”；标题样本“索菲亚全屋定制门店地址,索菲亚全国门店列表,索菲亚全屋定制实体店,索菲亚门店地址导航 || 索菲亚衣柜门店地址,索菲亚全屋定制专卖店,索菲亚实体店电话,索菲亚整家定制实体门店 ||”"
trfsz.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,泰然健康网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“泰然健康网”；标题样本“2025年中国减肥机构权威测评榜:国内TOP10减脂瘦身机构深度解析与选择指南 || 2026减肥机构深度测评与供应商排名:科学代谢管理成主流 || 北京三家体检机构对比:哪家最靠”
bjd.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,北京日报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“北京日报”；标题样本“2026马年新年全品类年货综合测评排行榜—春节送礼与过年采购必选指南_京报网 || 专注民商刑事案件:北京恒略律师事务所好口碑高质量服务法治建设纪实”
deppon.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,deppon,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“deppon”；标题样本“全国德邦快递网点查询，全国德邦物流网点电话、地址、营业时间-德邦快递官网 || 德邦快递官方网站-物流快递一站式服务 || 联系德邦-德邦快递|物流官方网站”
pulanbx.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,谱蓝保,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“谱蓝保”；标题样本“2026年体检机构选错直接拒保?公立vs民营体检报告认可度排名大揭秘! | 谱蓝保 || 2026年同一天体检结果差30%?核保员私下最买账的体检机构排名，选错直接拒保! | 谱蓝”
pingwest.com,news_media,新闻与媒体,news_media,综合新闻媒体,品玩,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“品玩”；标题样本“2026高性能高性价比按摩椅十大品牌优秀机型深度评测榜单-品玩 || ​学习桌椅推荐:2026年选购指南(含品牌对比)-品玩 || 实测对比:真正适合久坐的人体工学椅推荐-品玩”
kepuchina.cn,government_public,政府与公共机构,public_institution,公共机构,科普中国,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“科普中国”；标题样本“图文详情 || 图文详情——科普中国资源服务”
my-best.com,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,my-best,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“my-best”；标题样本“10 大月饼推荐排行榜 | mybest || 专家监制10 大养生壶推荐排行榜【2026最新】 | mybest || 专家监制10 大咖啡机品牌推荐排行榜【2026最新】 | ”
youlai.cn,vertical_professional,垂直专业内容,health_content,医疗健康内容,有来医生,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“有来医生”；标题样本“孕期用什么牙膏比较好 || 无锡哪家医院比较好 || 无锡市人民医院中心实验室-科室简介及擅长”
qcc.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,企查查,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“企查查”；标题样本“2025年国内体检机构推荐榜单出炉!爱康国宾凭借精准个性化服务引领健康管理-企查查 || 600亿市场腰斩，降压“药王”跌落神坛!高血压用药TOP10榜单出炉-企查查 || 巴奴毛”
sqxww.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,商丘新闻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“商丘新闻网”；标题样本“2026南京婚纱照新人实测报告｜1200对新人真实反馈+10大品牌推荐 || 2026郑州婚纱照测评：五大热门品牌多维实力分析 || 同程旅行发布《2026暑期非遗目的地指南》，非”
xm.gov.cn,government_public,政府与公共机构,government_public,政府机构,厦门市政府网站,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“厦门市政府网站”；标题样本“《厦门市人民政府关于完善优化落户条件的通知》政策解读--中国厦门 || 人才补贴服务-厦门市人民政府门户网站 || 厦门市-政府公报-厦府规〔2022〕6号”
yilantop.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,壹览商业,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“壹览商业”；标题样本““翻红”的泰奶，还能火多久？ || 「找茶」首店开业，三天GMV30万 || 美团大众点评开放“品质外卖”新入口”
chinabaogao.com,research_documentation,研究与文档,industry_research,行业研究与数据,观研报告网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“观研报告网”；标题样本“中国宠物医疗行业发展深度分析与投资前景研究报告(2024-2031年) || 中国火锅行业发展趋势分析与未来前景研究报告（2025-2032年） || 我国水光针行业分析:合规化发”
jiameng.com,business_services,商业信息与服务,business_franchise,商业信息与加盟服务,全球加盟网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“全球加盟网”；标题样本“三亚天域度假酒店 || 采耳培训加盟 采耳培训加盟十大品牌 采耳培训加盟费多少钱-全球加盟网”
hunan.gov.cn,government_public,政府与公共机构,government_public,政府机构,湖南省市场监督管理局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“湖南省市场监督管理局”；标题样本“中华人民共和国市场主体登记管理条例实施细则 || 湖南政务服务网”
viptijian.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,中康体检网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中康体检网”；标题样本“【北京常规公立医院体检医院哪家好|北京常规公立医院体检中心排名】- 中康体检网 || 上海交通大学医学院附属仁济医院西院体检中心介绍简介_图片_体检环境 - 中康体检网 || 商丘”
foodaily.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,Foodaily每日食品,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Foodaily每日食品”；标题样本“9897.3亿背后的“冰与火”:2026春节消费图谱 | Foodaily每日食品 || 年味翻新：2026年货消费8大趋势”
jobui.com,business_services,商业信息与服务,job_service,招聘与职业服务,职友集,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“职友集”；标题样本“中国私募基金公司排名 || 中国私募基金公司排名(创业公司) || 信阳商标注册公司排名Top2”
meipian.cn,platform_community,平台与社区,knowledge_community,知识社区,美篇,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“美篇”；标题样本“2026家用洗衣液全品牌测评:安全去污性价比分场景推荐指南 || 哪款祛痘产品效果好?祛痘效果最好的排名第一，根源控油祛痘，改善油痘肌肤 || 德、英、澳、国行爱他美白金版有什么区”
dfcfw.com,research_documentation,研究与文档,document_platform,文档平台,东方财富,reviewed,manual_review,high,引用 URL 集中在 pdf.dfcfw.com/pdf 与 dfscdn.dfcfw.com/download，标题为行业研究报告，按承载内容归为文档平台
dingxinwen.com,news_media,新闻与媒体,news_media,综合新闻媒体,顶端新闻,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“顶端新闻”；标题样本“2026年斯里兰卡商标注册申请材料清单保姆级整理：照着准备就行—顶端新闻 || 婚姻财产保护与专业法律服务并重——权威解析与优质律师事务所推荐榜单—顶端新闻 || 第四届中原餐饮品”
dutenews.com,news_media,新闻与媒体,news_media,综合新闻媒体,读特,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“读特”；标题样本“企业开办全流程压缩至半天，网办率超99.5% 深圳良好营商环境激发经营主体活力 || 新茶饮巨头押注高端化！喜茶、奈雪纷纷开出首店，行业分化加剧”
imlaw.cn,vertical_professional,垂直专业内容,legal_content,法律专业内容,,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“imlaw.cn”；标题样本“2026工伤事故好口碑律师十大排行榜_工伤事故金牌律师哪个评价比较好? - 法临网 || 2026工伤事故律师排行榜_工伤事故律师排名前十哪个律师好 - 法临网”
kanghuwang.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,康护网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“康护网”；标题样本“入职体检(一) || 商丘市第四人民医院体检中心网上预约体检平台 || 商丘美年大健康体检中心”
wingontravel.com,business_services,商业信息与服务,travel_service,旅行与酒店信息服务,Wing On Travel,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Wing On Travel”；标题样本“南京維景國際酒店 (Grand Metropark Nanjing) || 瀾庭酒店(深圳東門曬布地鐵站店)|2026年酒店推介深圳人氣酒店-永安旅遊 || 重慶雅辰悦居酒店自由行”
xyzc.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,兴义之窗,reviewed,manual_review,medium,"人工复核域名、站点名与标题样本：站点名“兴义之窗”；标题样本“2026年上半年热门的活动场地租赁,户外草坪婚宴怎么选择五家企业深度评测-VTD宴会艺术中心 || 2026年正规的活动场地租赁,户外草坪婚宴电话多人种草推荐-VTD宴会艺术中心”"
55haitao.com,business_services,商业信息与服务,shopping_information_service,购物信息与服务,55海淘,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“55海淘”；标题样本“2025黑五海淘折扣汇总!附2026年黑五大促时间 || 2026黑五海淘,Grow Gorgeous的洗发水好用吗?值得囤吗?_55海淘 || 2026黑五海淘,Michael ”"
cfsn.cn,vertical_professional,垂直专业内容,industry_content,行业专业内容,中国食品安全网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国食品安全网”；标题样本“京城餐饮刮起怀旧市井风 || 奈雪「霸气一桶瓜」爆卖刷屏 1000cc超大桶引爆清凉经济 || 果蔬茶哪个品牌好喝?2026年主流品牌横向测评”
cheari.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,环球家电网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“环球家电网”；标题样本“618京东销量榜杀疯了!这3款家电闭眼入全是品类第一-环球家电网 || 618选购指南｜家用空调推荐按居住场景精准匹配 || 企业动态-环球家电网-最权威的专业家电网站-中国家用电”
jieqinwang.com,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,接亲网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“接亲网”；标题样本“婚庆的十大品牌排行 婚庆公司套餐价目表【接亲网】 || 租婚车哪个平台最好 国内知名的婚礼婚车租赁平台一览【接亲网】”
mxbc.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,蜜雪冰城,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“蜜雪冰城”；标题样本“蜜雪冰城-产品实力 || 蜜雪冰城-加盟门店”
sf-express.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,顺丰速运,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“顺丰速运”；标题样本“Customer Service Hotline || 客户服务热线”
ycwb.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,羊城晚报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“羊城晚报”；标题样本“美团旅行:深圳、广州跻身春节热门旅游目的地前十”
zharong.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,秀珍网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“秀珍网”；标题样本“2026年北京高端及涉外口碑医院指南:和睦家、明德等知名机构服务深度解析与选择建议 || 天津种睫毛专业机构盘点:2026年本地口碑与技术俱佳的美睫医院与工作室精选指南”
bhwang.cn,platform_community,平台与社区,interest_community,兴趣与生活社区,滨海论坛,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“滨海论坛”；标题样本“2026年热门分期上面借钱,盘点5个适合征信花的网贷! || 2026年热门正规的网贷平台15家,这几家平台,惊艳到我了! || 正规放款平台哪个好2026年精选,盘点5个征信宽松”"
enorth.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,津云,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“津云”；标题样本“【民生詞典】醫保住院登記及報銷-民生頻道-北方網 || 医保住院登记及报销”
jfdaily.com,news_media,新闻与媒体,news_media,综合新闻媒体,上观新闻,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“上观新闻”；标题样本“上海健身房价格地图:从一天1元到年费3400元,市民如何选择? || 低价畅享多元运动,2300㎡宝藏健身空间等你打卡 || 手慢无!家门口的全嘉·邻里健身夜校(第一期)报名开启”"
banu.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,banu,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“banu”；标题样本“巴奴毛肚火锅 || 巴奴毛肚火锅采购平台”
canon.com.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,佳能（中国）,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“佳能（中国）”；标题样本“EOS R6 Mark II - EOS专微相机 - 佳能(中国) || 官方旗舰店 - 购买指南 - 佳能(中国)”
pcpop.com,vertical_professional,垂直专业内容,technology_content,科技专业内容,泡泡網,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“泡泡網”；标题样本“2026游戏本推荐必入 联想拯救者Y9000P旗舰电竞本实力封神 || 双十二投影仪品牌推荐，预算3000元内首选大眼橙投影 || 家庭必备小家电清单:2026新家采购指南，好用不”
hangzhou.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,杭州网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“杭州网”；标题样本“新车上牌“一件事”在杭上线_每日商报 || 杭州幼升小、小升初招生日程安排发布_杭州网教育频道 || 茶饮品牌扎堆上新 开启“荔枝争夺战”-杭州网”
qm120.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,全民健康网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“全民健康网”；标题样本“2026北京民营医院推荐,附比较新北京试管医院排名”"
rednet.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,红网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“红网”；标题样本“北京银行长沙分行：金融活水“贷”动美好生活_银行_财富频道 || 民生银行长沙分行响应政策，消贷贴息促消费升级 || 装修能否提取住房公积金？申请公积金贷款是否有次数限制？”
xfrb.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,消费日报网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“消费日报网”；标题样本“《2026中国春节食品消费趋势报告》发布 || 《2026中国春节食品消费趋势报告》发布-消费日报网”
xinchufang.com,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,新厨房,reviewed,manual_review,medium,引用 URL 集中在 xinchufang.com/shipu，标题为餐饮、食谱与消费生活编辑内容；站点主体信息与品牌官网分类缺少一致性
linkshop.com,vertical_professional,垂直专业内容,industry_content,行业专业内容,联商网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“联商网”；标题样本“30城热门火锅店PK，力压“姐”们一头的是哪些大神?_联商网 || 从榜单看双11:三年发生了什么?_联商网”
tynews.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,太原新闻网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“太原新闻网”；标题样本“2026全场景送礼品牌TOP榜:覆盖全人群+多节日,实用主义送礼指南 || 今日聚焦 || 央媒看太原|山西文创产品受青睐——“旅游搭子”拿捏流量密码”"
gafei.com,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,咖啡网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“咖啡网”；标题样本“入口比命苦？霸王茶姬推出百香果奶茶！ || 国际咖啡连锁品牌介绍_世界十大咖啡连锁店排名榜你知道吗 中国咖啡网”
suning.com,business_services,商业信息与服务,ecommerce,电商平台,苏宁易购,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“苏宁易购”；标题样本“代写文书服务”
cs.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,中证网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中证网”；标题样本“天猫618开门红数据公布 平台成交破亿品牌数量同比增长40%”
hgdaily.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,黄冈新闻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“黄冈新闻网”；标题样本“2026慕叁山蛋糕工艺说明:恪守行业标准，透明合规经营 黄冈新闻网 || 端午走亲带什么礼物好?2026 年十款好物优选榜单，闭眼入不出错 黄冈新闻网_黄冈新闻网 || 订酒店民宿”
chambers.com,vertical_professional,垂直专业内容,legal_content,法律专业内容,Chambers and Partners,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“Chambers and Partners”；标题样本“Arbitration (International), Global Market Leaders, Global | Chambers Rankings || Chambers”"
cnstock.com,news_media,新闻与媒体,news_media,综合新闻媒体,上海证券报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“上海证券报”；标题样本“千余款科技新品2026AWE首秀 天猫发布“未来家”五大趋势空间 || 格力携多款AI新品亮相AWE2026 硬核科技彰显“真智能”实力”
mofcom.gov.cn,government_public,政府与公共机构,government_public,政府机构,中华人民共和国商务部,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中华人民共和国商务部”；标题样本“中华老字号信息管理 || 经贸新闻”
eol.cn,vertical_professional,垂直专业内容,education_content,教育专业内容,中国教育在线,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国教育在线”；标题样本“2026年自考本科可以在武汉落户吗？ || 成人高考学历可以落户武汉吗？ || 自考大专毕业能去武汉落户吗？”
wabei.cn,vertical_professional,垂直专业内容,finance_content,财经专业内容,挖贝网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“挖贝网”；标题样本“2025-2026年美国投资移民中介推荐:TOP5榜评测项目安全市场份额注意事项 || 哪家美国移民律师专业?2025-2026年推荐TOP5对比身份转换案例评测选择指南”
xhby.net,news_media,新闻与媒体,news_media,综合新闻媒体,新华报业网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“新华报业网”；标题样本“券商6月“金股”出炉 || 无锡市疫情防控第90号通告_新华报业网 || 益禾堂亮相博鳌品牌峰会，以品牌势能助推中国茶饮全球化”
